"B","j","proj_lambda","proj_cv_lambda","delta_lambda","psi_proj","psi_proj_cv","psi_delta","se_proj","se_proj_cv","se_delta","lower_proj","upper_proj","lower_proj_cv","upper_proj_cv","lower_delta","upper_delta"
2,4,0.18170330142556,0.18170330142556,0.18170330142556,1.38616404620018,1.38616319464457,1.38619085514656,0.121573781942659,0.121573755267134,0.119314020390239,1.14787943359257,1.62444865880779,1.14787863432099,1.62444775496815,1.15233537518169,1.62004633511142
2,5,0.173444605946128,0.173444605946128,0.173444605946128,1.38616298909461,1.38616915094747,1.38619081547224,0.121573829055597,0.121573676055952,0.119270615578548,1.14787828414564,1.62444769404358,1.14788474587781,1.62445355601714,1.15242040893829,1.61996122200619
2,6,0.165561280922196,0.165561280922196,0.165561280922196,1.38616239932627,1.38617384868313,1.38618891562267,0.121573860260248,0.121573684194778,0.119460817063907,1.14787763321618,1.62444716543636,1.14788942766137,1.62445826970489,1.15204571417741,1.62033211706792
2,7,0.158036265187239,0.158036265187239,0.158036265187239,1.38616192170416,1.38617107003849,1.38618891365863,0.121573869607243,0.121573692252735,0.11947214419898,1.14787713727397,1.62444670613436,1.14788663322313,1.62445550685385,1.15202351102863,1.62035431628863
2,8,0.150853273031079,0.150853273031079,0.150853273031079,1.38616157788625,1.3861773310342,1.38618891365131,0.121573984631414,0.121573680699373,0.119472900743596,1.14787656800868,1.62444658776382,1.14789291686342,1.62446174520497,1.15202202819387,1.62035579910876
2,9,0.143996758954203,0.143996758954203,0.143996758954203,1.38616168243273,1.3861773310342,1.38618891276639,0.121574001621841,0.121573680699373,0.119476852711256,1.14787663925392,1.62444672561154,1.14789291686342,1.62446174520497,1.15201428145232,1.62036354408045
2,10,0.137451884024041,0.137451884024041,0.137451884024041,1.38616484590407,1.38618932660734,1.38709232911513,0.121574145371652,0.121573651255111,0.120000325988561,1.14787952097563,1.62445017083251,1.14790497014732,1.62447368306735,1.15189169017755,1.62229296805271
2,11,0.131204483760409,0.131204483760409,0.131204483760409,1.38616585620805,1.38617721000399,1.3870924971113,0.121574235766703,0.12157372387912,0.120131221386615,1.14788035410532,1.62445135831079,1.14789271120092,1.62446170880707,1.15163530319354,1.62254969102907
2,12,0.125241037480611,0.125241037480611,0.125241037480611,1.38616644871948,1.38617721000399,1.38709291000739,0.121574187653183,0.12157372387912,0.120235471011587,1.14788104091924,1.62445185651972,1.14789271120092,1.62446170880707,1.15143138682468,1.6227544331901
2,13,0.119548639037845,0.119548639037845,0.119548639037845,1.3861658202649,1.38617850703162,1.38709298233573,0.121574202812647,0.121573700927749,0.120308079969717,1.14788038275211,1.62445125777769,1.14789405321323,1.62446296085,1.15128914559509,1.62289681907638
2,14,0.114114968889597,0.114114968889597,0.114114968889597,1.38616581875268,1.38617721000399,1.3870931068824,0.12157420283862,0.12157372387912,0.120666819543259,1.14788038118899,1.62445125631638,1.14789271120092,1.62446170880707,1.15058614057761,1.62360007318719
2,15,0.108928267435578,0.108928267435578,0.108928267435578,1.38616591611039,1.38619528335841,1.38709317276187,0.121574210004184,0.12157364685735,0.120552434156259,1.14788046450219,1.62445136771859,1.14791093551801,1.62447963119882,1.1508104018156,1.62337594370814
2,16,0.103977309567479,0.103977309567479,0.103977309567479,1.38616596681752,1.38619216653801,1.38709317913992,0.121574208648655,0.121573649158361,0.12056308329883,1.14788051786615,1.62445141576888,1.14790781418762,1.6244765188884,1.15078953587421,1.62339682240562
2,17,0.0992513803754866,0.0992513803754866,0.0992513803754866,1.3861679136177,1.38619216653801,1.38709317911874,0.121574285086658,0.121573649158361,0.12056344031195,1.14788231484785,1.62445351238755,1.14790781418762,1.6244765188884,1.15078883610732,1.62339752213016
2,18,0.0947402519589773,0.0947402519589773,0.0947402519589773,1.38616692916507,1.3861752758009,1.38709341078206,0.121574290271639,0.121573787666976,0.120447430852422,1.14788132023265,1.62445253809748,1.14789065197362,1.62445989962817,1.15101644631132,1.62317037525281
2,19,0.0904341612911951,0.0904341612911951,0.0904341612911951,1.38617102062246,1.38619216653801,1.38709341123992,0.121574344518904,0.121573649158361,0.120446430497731,1.14788530536541,1.62445673587951,1.14790781418762,1.6244765188884,1.15101840746437,1.62316841501548
2,20,0.0863237890900177,0.0863237890900177,0.0863237890900177,1.38616981602757,1.38617705953467,1.38709372304729,0.121574325995576,0.12157376045349,0.120687865750623,1.14788413707624,1.6244554949789,1.14789248904582,1.62446163002351,1.15054550617607,1.62364193991851
2,21,0.082400239649078,0.082400239649078,0.082400239649078,1.38616836875891,1.38617705953467,1.38618664990021,0.121574289629369,0.12157376045349,0.120631800521406,1.14788276108534,1.62445397643247,1.14789248904582,1.62446163002351,1.14974832087826,1.62262497892217
2,22,0.0786550215855927,0.0786550215855927,0.0786550215855927,1.38616583866357,1.38617840226952,1.38618479760353,0.121574265193866,0.121573779362567,0.120883154095101,1.14788027888359,1.62445139844355,1.14789379471889,1.62446300982015,1.14925381557713,1.62311577962993
2,23,0.0750800294632308,0.0750800294632308,0.0750800294632308,1.38616580941016,1.38617798765907,1.38618479229125,0.121574264519494,0.121573774559425,0.120857456388181,1.14788025095195,1.62445136786837,1.1478933895226,1.62446258579554,1.14930417777041,1.62306540681208
2,24,0.071667526250252,0.071667526250252,0.071667526250252,1.38616593715596,1.38617798765907,1.38618472638443,0.121574265680064,0.121573774559425,0.12077274657175,1.14788037642304,1.62445149788889,1.1478933895226,1.62446258579554,1.1494701431038,1.62289930966506
2,25,0.0684101265749495,0.0684101265749495,0.0684101265749495,1.38616710885982,1.38617682373641,1.38618465906079,0.121574310508002,0.121573801151516,0.120886476100948,1.14788146026413,1.6244527574555,1.14789217347944,1.62446147399338,1.14924716590294,1.62312215221865
2,26,0.0653007807421588,0.0653007807421588,0.0653007807421588,1.38616702164118,1.38617798765907,1.38618465421767,0.121574307862511,0.121573774559425,0.120881666304151,1.14788137823066,1.6244526650517,1.1478933895226,1.62446258579554,1.14925658826153,1.6231127201738
2,27,0.0623327594762405,0.0623327594762405,0.0623327594762405,1.38616598103538,1.38617798765907,1.38618459768687,0.121574348141746,0.121573774559425,0.120891649082321,1.14788025867756,1.6244517033932,1.1478933895226,1.62446258579554,1.14923696548553,1.62313222988822
2,28,0.0594996393575186,0.0594996393575186,0.0594996393575186,1.38616800654864,1.38617375246062,1.38618458533529,0.121574377752798,0.121573868170333,0.12089644447196,1.14788222615315,1.62445378694412,1.14788897084677,1.62445853407447,1.14922755417025,1.62314161650033
2,29,0.0567952889206551,0.0567952889206551,0.0567952889206551,1.38616796721548,1.38617479067546,1.38618458535702,0.12157437867877,0.121573847243004,0.120896760454518,1.14788218500509,1.62445374942587,1.14789005007917,1.62445953127174,1.14922693486616,1.62314223584788
2,30,0.0542138553848743,0.0542138553848743,0.0542138553848743,1.38616790189227,1.3861944954708,1.38618458345624,0.121574387816254,0.121573664191538,0.120903894936595,1.14788210177241,1.62445370201213,1.14791011365539,1.62447887728622,1.14921294938051,1.62315621753197
2,31,0.0517497519873197,0.0517497519873197,0.0517497519873197,1.38616843663596,1.38617575542928,1.38618457959823,0.121574384249694,0.121573825194252,0.120895702996509,1.14788264350656,1.62445422976536,1.14789105804855,1.62446045281002,1.14922900172507,1.62314015747139
2,32,0.0493976458921287,0.0493976458921287,0.0493976458921287,1.38616690423426,1.38617479067546,1.38618453698764,0.121574269936928,0.121573847243004,0.120928426664204,1.14788133515788,1.62445247331064,1.14789005007917,1.62445953127174,1.1491648207258,1.62320425324948
3,1,0.099605347282905,0.099605347282905,0.099605347282905,1.65851646357463,1.65857487110911,1.65853777796048,0.111202318618364,0.111202449885482,0.111001848328017,1.44055991908264,1.87647300806663,1.44061806933357,1.87653167288466,1.44097415523757,1.8761014006834
3,2,0.095078130524163,0.095078130524163,0.095078130524163,1.65852088342695,1.65854750755707,1.65853777168553,0.111202388177818,0.11120231831899,0.110989585602356,1.44056420259842,1.87647756425547,1.44059096365185,1.87650405146229,1.44099818390491,1.87607735946615
3,3,0.0907566827541322,0.0907566827541322,0.0907566827541322,1.65852033816552,1.65855046799152,1.65853683401105,0.111202406140541,0.111202336164682,0.110802308447306,1.44056362213006,1.87647705420098,1.44059388910874,1.8765070468743,1.44136430945433,1.87570935856777
3,4,0.0866316514547046,0.0866316514547046,0.0866316514547046,1.6585201539143,1.65855046799152,1.65942738283573,0.111202401561399,0.111202336164682,0.110806560663715,1.44056344685395,1.87647686097464,1.44059388910874,1.8765070468743,1.44224652393484,1.87660824173661
3,5,0.0826941091941542,0.0826941091941542,0.0826941091941542,1.6585201964784,1.65855728291846,1.65853683399362,0.111202374392628,0.111202377245933,0.110789436371927,1.44056354266885,1.87647685028795,1.44060062351644,1.87651394232049,1.44138953870464,1.8756841292826
3,6,0.0789355343063051,0.0789355343063051,0.0789355343063051,1.65851932389815,1.6585517592327,1.65853683355845,0.111202347892866,0.11120235528308,0.110797573789788,1.44056272202813,1.87647592576817,1.44059514287786,1.87650837558754,1.44137358893047,1.87570007818644
3,7,0.0753477924478608,0.0753477924478608,0.0753477924478608,1.65851910895365,1.65854082390867,1.65853682006318,0.111202347005455,0.111202373416008,0.110831591502137,1.44056250882296,1.87647570908434,1.44058417201329,1.87649747580404,1.44130690071899,1.87576673940737
3,8,0.0719231189939817,0.0719231189939817,0.0719231189939817,1.65851612080892,1.6585517592327,1.6585348192288,0.111202384646315,0.11120235528308,0.11109812340629,1.44055944690214,1.8764727947157,1.44059514287786,1.87650837558754,1.44078249735247,1.87628714110513
3,9,0.0686541022340107,0.0686541022340107,0.0686541022340107,1.65851525869377,1.65857487110911,1.65853481682968,0.111202489136206,0.111202449885482,0.111104976975582,1.44055837998681,1.87647213740073,1.44061806933357,1.87653167288466,1.44076906195753,1.87630057170182
3,10,0.0655336673309787,0.0655336673309787,0.0655336673309787,1.6585150103279,1.65853090819563,1.65853475934707,0.111202482212688,0.111202552828263,0.111072225331429,1.44055814519104,1.87647187546477,1.44057390465223,1.87648791173902,1.44083319769747,1.87623632099667
3,11,0.0625550610101757,0.0625550610101757,0.0625550610101757,1.65850946601263,1.65857004581865,1.65853475935634,0.111202207976354,0.111202443691647,0.111072843380658,1.44055313837898,1.87646579364628,1.44061325618302,1.87652683545428,1.44083198633026,1.87623753238243
3,12,0.0597118369436501,0.0597118369436501,0.0597118369436501,1.65851008143036,1.65857004581865,1.65853451662758,0.111202192952935,0.111202443691647,0.111256841373228,1.4405537832426,1.87646637961811,1.44061325618302,1.87652683545428,1.44047110753605,1.8765979257191
3,13,0.0569978417990043,0.0569978417990043,0.0569978417990043,1.65851050179632,1.65857004581865,1.65853451665344,0.111202193312398,0.111202443691647,0.111256847287126,1.44055420290402,1.87646680068862,1.44061325618302,1.87652683545428,1.44047109597067,1.87659793733621
3,14,0.054407201922295,0.054407201922295,0.054407201922295,1.65850929379099,1.65857004581865,1.65853443941893,0.111202217700812,0.111202443691647,0.111206857218902,1.4405529470974,1.87646564048458,1.44061325618302,1.87652683545428,1.44056899926988,1.87649987956798
3,15,0.0519343106262154,0.0519343106262154,0.0519343106262154,1.65850931732899,1.65857004581865,1.65853443846174,0.111202214243498,0.111202443691647,0.111212050111027,1.44055297741173,1.87646565724625,1.44061325618302,1.87652683545428,1.44055882024413,1.87651005667935
3,16,0.0495738160560502,0.0495738160560502,0.0495738160560502,1.65850931099146,1.65853779159575,1.65853443298782,0.111202213997499,0.111202510294684,0.111221782982636,1.44055297155636,1.87646565042656,1.44058087141817,1.87649471177333,1.44053973834185,1.87652912763378
3,17,0.0473206096071404,0.0473206096071404,0.0473206096071404,1.65850834142635,1.65857004581865,1.65853443270606,0.111202154955145,0.111202443691647,0.111215773827623,1.44055211771427,1.87646456513844,1.44061325618302,1.87652683545428,1.44055151600392,1.8765173494082
3,18,0.045169814868793,0.045169814868793,0.045169814868793,1.65850888681673,1.65857487110911,1.65853441558411,0.111202104259409,0.111202449885482,0.111248268911021,1.44055276246829,1.87646501116518,1.44061806933357,1.87653167288466,1.44048780851851,1.87658102264971
3,19,0.0431167770707071,0.0431167770707071,0.0431167770707071,1.6585119336878,1.65853949658676,1.65853441370817,0.111202161128829,0.111202503061782,0.111258952254136,1.4405556978753,1.87646816950031,1.44058259058567,1.87649640258786,1.44046686729007,1.87660196012628
3,20,0.0411570530090759,0.0411570530090759,0.0411570530090759,1.65851185826494,1.65856570998535,1.65853441366007,0.111202165914583,0.111202429990793,0.111259277038184,1.44055561307236,1.87646810345752,1.44060894720339,1.8765224727673,1.44046623066522,1.87660259665491
3,21,0.0392864014305626,0.0392864014305626,0.0392864014305626,1.65851264517032,1.65857004581865,1.65853441029535,0.111202198863351,0.111202443691647,0.111266615195632,1.44055633539815,1.87646895494249,1.44061325618302,1.87652683545428,1.44045184451191,1.87661697607879
3,22,0.0375007738533408,0.0375007738533408,0.0375007738533408,1.65851267882986,1.65857004581865,1.6585343571276,0.111202201414846,0.111202443691647,0.111212939136216,1.44055636405676,1.87646899360296,1.44061325618302,1.87652683545428,1.44055699642061,1.87651171783458
3,23,0.035796305805331,0.035796305805331,0.035796305805331,1.65851675462418,1.65857487110911,1.65853435639712,0.111202127534461,0.111202449885482,0.111204496304667,1.44056058465664,1.87647292459172,1.44061806933357,1.87653167288466,1.44057354363998,1.87649516915427
3,24,0.0341693084606737,0.0341693084606737,0.0341693084606737,1.65851202629868,1.65857487110911,1.65853435427552,0.111202010953081,0.111202449885482,0.111191042572803,1.44055608483064,1.87646796776672,1.44061806933357,1.87653167288466,1.44059991083283,1.87646879771821
3,25,0.0326162606563382,0.0326162606563382,0.0326162606563382,1.65850951262731,1.65857487110911,1.65853435294738,0.11120199099986,0.111202449885482,0.111187241865836,1.44055361026758,1.87646541498703,1.44061806933357,1.87653167288466,1.44060735889034,1.87646134700442
3,26,0.0311338012715878,0.0311338012715878,0.0311338012715878,1.6585092416441,1.65858016685944,1.65853429178154,0.111201986755607,0.111202456683444,0.111223661399137,1.44055334760312,1.87646513568509,1.44062335175989,1.87653698195899,1.44053591543923,1.87653266812384
3,27,0.0297187219538104,0.0297187219538104,0.0297187219538104,1.65850863130238,1.65857487110911,1.65853428186161,0.111201989316483,0.111202449885482,0.111206294875097,1.44055273224208,1.87646453036269,1.44061806933357,1.87653167288466,1.44056994390642,1.8764986198168
3,28,0.0283679601749718,0.0283679601749718,0.0283679601749718,1.65850933029577,1.65857487110911,1.6585342736052,0.111201997434902,0.111202449885482,0.111207866469768,1.44055341532337,1.87646524526818,1.44061806933357,1.87653167288466,1.44056685532445,1.87650169188594
3,29,0.0270785926036637,0.0270785926036637,0.0270785926036637,1.65850742375015,1.65858016685944,1.65853427271101,0.111202042490248,0.111202456683444,0.111193526438194,1.44055142046926,1.87646342703103,1.44062335175989,1.87653698195899,1.44059496089215,1.87647358452987
3,30,0.0258478287784018,0.0258478287784018,0.0258478287784018,1.65850893717679,1.65857487110911,1.6585342730126,0.111201991260444,0.111202449885482,0.111192902661244,1.44055303430632,1.87646484004726,1.44061806933357,1.87653167288466,1.44059618379656,1.87647236222864
3,31,0.0246730050684828,0.0246730050684828,0.0246730050684828,1.6585099613682,1.65858016685944,1.65853426171258,0.111202096672937,0.111202456683444,0.11118697451015,1.44055385188924,1.87646607084715,1.44062335175989,1.87653698195899,1.44060779167268,1.87646073175247
3,32,0.0235515789093298,0.0235515789093298,0.0235515789093298,1.65851053367206,1.65857487110911,1.65853426037742,0.111202094981922,0.111202449885482,0.111169212308411,1.4405544275075,1.87646663983663,1.44061806933357,1.87653167288466,1.44064260425293,1.8764259165019
3,33,0.0224811232998502,0.0224811232998502,0.0224811232998502,1.65851092229152,1.65858016685944,1.65853425724972,0.111202085488376,0.111202456683444,0.11119175222037,1.44055483473431,1.87646700984874,1.44062335175989,1.87653698195899,1.4405984228978,1.87647009160165
4,1,0.126741898792511,0.126741898792511,0.126741898792511,1.46511522607666,1.46510208922871,1.46421315091881,0.116611284744095,0.11661113306077,0.116267215018587,1.23655710797824,1.69367334417509,1.2365442684296,1.69365991002782,1.23632940948238,1.69209689235524
4,2,0.120981283886782,0.120981283886782,0.120981283886782,1.46511522120713,1.46510315451497,1.46421301563707,0.11661128123738,0.116611136424166,0.11628763373578,1.23655710998187,1.6936733324324,1.2365453271236,1.69366098190633,1.23628925351494,1.6921367777592
4,3,0.115482497819095,0.115482497819095,0.115482497819095,1.46511409360371,1.46510502092711,1.46421301562342,0.116611294233002,0.116611140967233,0.116287335054306,1.23655595690703,1.69367223030039,1.23654718463133,1.69366285722289,1.23628983891698,1.69213619232986
4,4,0.110233640064671,0.110233640064671,0.110233640064671,1.46511411272456,1.4650996369373,1.46421301394948,0.11661129642483,0.116611125318423,0.116288208630411,1.23655597173189,1.69367225371723,1.23654183131319,1.69365744256141,1.23628812503387,1.69213790286508
4,5,0.105223350995948,0.105223350995948,0.105223350995948,1.46511463233945,1.46510112970599,1.46421299056834,0.116611330869634,0.116611145899989,0.116275691277078,1.23655642383497,1.69367284084393,1.23654328374201,1.69365897566997,1.23631263566527,1.69211334547141
4,6,0.100440787297968,0.100440787297968,0.100440787297968,1.46511439171321,1.4651052859162,1.46421297866736,0.116611330280192,0.116611161837826,0.116301018178838,1.23655618436404,1.69367259906239,1.23654740871406,1.69366316311834,1.23626298303684,1.69216297429788
4,7,0.0958755985011753,0.0958755985011753,0.0958755985011753,1.4651166397636,1.46510122845508,1.46421297903168,0.116611339337109,0.116611143910726,0.11630265843179,1.23655841466287,1.69367486486433,1.23654338639006,1.6936590705201,1.23625976850538,1.69216618955799
4,8,0.0915179045808265,0.0915179045808265,0.0915179045808265,1.46511562312737,1.46510366219271,1.46421297955747,0.116611332299787,0.116611181826408,0.116330450744086,1.23655741181979,1.69367383443496,1.23654574581295,1.69366157857247,1.23620529609906,1.69222066301588
4,9,0.087358274574553,0.087358274574553,0.087358274574553,1.46511555531362,1.46509485318968,1.46421297962868,0.116611335568009,0.116611126140588,0.116328998710512,1.23655733760032,1.69367377302691,1.23653704595413,1.69365266042524,1.23620814215608,1.69221781710129
4,10,0.0833877061717802,0.0833877061717802,0.0833877061717802,1.4651151133475,1.46510451453446,1.4642129609281,0.116611343080546,0.116611187218587,0.11635203207754,1.23655688090963,1.69367334578537,1.23654658758603,1.69366244148289,1.23616297805613,1.69226294380008
4,11,0.0795976062308433,0.0795976062308433,0.0795976062308433,1.46511528421186,1.46510826153093,1.46421295678064,0.11661134402397,0.116611210044123,0.116353270451163,1.23655704992488,1.69367351849884,1.23655028984445,1.69366623321742,1.23616054669636,1.69226536686492
4,12,0.0759797721816279,0.0759797721816279,0.0759797721816279,1.46511849037029,1.46510616881741,1.46421270050313,0.116611411647061,0.116611215931522,0.11644659191369,1.23656012354205,1.69367685719853,1.23654818559163,1.69366415204319,1.2359773803523,1.69244802065396
4,13,0.0725263742734907,0.0725263742734907,0.0725263742734907,1.46511951198558,1.46509507727318,1.4642126105434,0.116611410899958,0.11661113954422,0.116450460797315,1.23656114662166,1.6936778773495,1.23653724376651,1.69365291077985,1.23596970738066,1.69245551370613
4,14,0.069229938630039,0.069229938630039,0.069229938630039,1.46511950057506,1.46508479134295,1.46509087937543,0.116611372812621,0.116611087462003,0.116261204774199,1.23656120986232,1.6936777912878,1.23652705991742,1.69364252276847,1.237218918018,1.69296284073286
4,15,0.0660833310740973,0.0660833310740973,0.0660833310740973,1.46512152732586,1.46509507727318,1.46509092153687,0.116611344499942,0.11661113954422,0.116294513627911,1.23656329210597,1.69367976254574,1.23653724376651,1.69365291077985,1.23715367482617,1.69302816824758
4,16,0.0630797416878526,0.0630797416878526,0.0630797416878526,1.46511985369082,1.4650950201391,1.4650909240138,0.116611361837245,0.116611136530485,0.11628326830264,1.23656158448981,1.69367812289182,1.23653719253935,1.69365284773885,1.23717571814063,1.69300612988698
4,17,0.0602126700747668,0.0602126700747668,0.0602126700747668,1.46511979631572,1.46509680147226,1.46509208513527,0.11661136351019,0.116611149935426,0.116565688132342,1.23656152383575,1.6936780687957,1.23653894759882,1.69365465534569,1.23662333639588,1.69356083387466
4,18,0.0574759112913569,0.0574759112913569,0.0574759112913569,1.46512315212118,1.4650950201391,1.46509219254284,0.116611287109361,0.116611136530485,0.116501643921492,1.23656502938683,1.69368127485552,1.23653719253935,1.69365284773885,1.23674897045671,1.69343541462896
